Material,Material Text,Node,Available Supply,Projected_Shortage_Qty,Need_in_days,daily_shortage_cost,Demand
139,Example Material-139,1020,830864,0,0,1000,244748
139,Example Material-139,1100,196410,184487,18,1000,380897
139,Example Material-139,1415,405155,0,0,1000,139094
139,Example Material-139,1645,131809,65161,21,1000,196970
140,Example Material-140,1020,105035,49182,21,1000,154217
140,Example Material-140,1100,425725,0,0,1000,296010
140,Example Material-140,1415,99347,199383,3,1000,298730
140,Example Material-140,1645,613558,0,0,1000,178776
141,Example Material-141,1020,782698,0,0,1000,85132
141,Example Material-141,1100,876467,0,0,1000,148916
141,Example Material-141,1415,103233,0,0,1000,55289
141,Example Material-141,1645,75838,190386,17,1000,266224
142,Example Material-142,1020,788777,0,0,1000,36166
142,Example Material-142,1100,439151,0,0,1000,242437
142,Example Material-142,1415,463750,0,0,1000,69542
142,Example Material-142,1645,399381,0,0,1000,4664
143,Example Material-143,1020,504966,0,0,1000,271824
143,Example Material-143,1100,380630,0,0,1000,176055
143,Example Material-143,1415,650471,0,0,1000,368876
143,Example Material-143,1645,993530,0,0,1000,325931
144,Example Material-144,1020,831073,0,0,1000,333432
144,Example Material-144,1100,162193,0,0,1000,104905
144,Example Material-144,1415,450530,0,0,1000,19219
144,Example Material-144,1645,306934,0,0,1000,12688
145,Example Material-145,1020,933775,0,0,1000,120943
145,Example Material-145,1100,809084,0,0,1000,232988
145,Example Material-145,1415,451168,0,0,1000,275469
145,Example Material-145,1645,551442,0,0,1000,287916
146,Example Material-146,1020,813749,0,0,1000,392020
146,Example Material-146,1100,527301,0,0,1000,94011
146,Example Material-146,1415,587787,0,0,1000,335154
146,Example Material-146,1645,67838,0,0,1000,38994
147,Example Material-147,1020,138539,15433,6,1000,153972
147,Example Material-147,1100,121190,122878,2,1000,244068
147,Example Material-147,1415,200151,0,0,1000,53377
147,Example Material-147,1645,197104,195823,29,1000,392927
148,Example Material-148,1020,185891,204878,6,1000,390769
148,Example Material-148,1100,297788,0,0,1000,51978
148,Example Material-148,1415,710990,0,0,1000,166170
148,Example Material-148,1645,632982,0,0,1000,314017
149,Example Material-149,1020,462559,0,0,1000,170264
149,Example Material-149,1100,30911,239072,19,1000,269983
149,Example Material-149,1415,706474,0,0,1000,132236
149,Example Material-149,1645,842847,0,0,1000,9661
150,Example Material-150,1020,590244,0,0,1000,308671
150,Example Material-150,1100,923215,0,0,1000,45158
150,Example Material-150,1415,340345,17602,19,1000,357947
150,Example Material-150,1645,588460,0,0,1000,236102
151,Example Material-151,1020,887180,0,0,1000,189633
151,Example Material-151,1100,295962,0,0,1000,128805
151,Example Material-151,1415,310433,81917,3,1000,392350
151,Example Material-151,1645,646604,0,0,1000,384047
152,Example Material-152,1020,981936,0,0,1000,341773
152,Example Material-152,1100,79470,0,0,1000,17800
152,Example Material-152,1415,370242,0,0,1000,238622
152,Example Material-152,1645,679531,0,0,1000,222135
153,Example Material-153,1020,520015,0,0,1000,180679
153,Example Material-153,1100,154462,0,0,1000,49620
153,Example Material-153,1415,401819,0,0,1000,177072
153,Example Material-153,1645,496954,0,0,1000,220021
154,Example Material-154,1020,259215,39366,19,1000,298581
154,Example Material-154,1100,134334,189709,15,1000,324043
154,Example Material-154,1415,831498,0,0,1000,45165
154,Example Material-154,1645,906696,0,0,1000,259617
155,Example Material-155,1020,380733,0,0,1000,202219
155,Example Material-155,1100,727564,0,0,1000,90137
155,Example Material-155,1415,564867,0,0,1000,308360
155,Example Material-155,1645,391037,0,0,1000,2883
156,Example Material-156,1020,510506,0,0,1000,124701
156,Example Material-156,1100,246723,96171,16,1000,342894
156,Example Material-156,1415,324800,0,0,1000,117261
156,Example Material-156,1645,20130,295790,12,1000,315920
157,Example Material-157,1020,614027,0,0,1000,148182
157,Example Material-157,1100,464265,0,0,1000,3344
157,Example Material-157,1415,164093,29522,9,1000,193615
157,Example Material-157,1645,215615,0,0,1000,122096
158,Example Material-158,1020,473599,0,0,1000,390928
158,Example Material-158,1100,961985,0,0,1000,255697
158,Example Material-158,1415,869396,0,0,1000,53088
158,Example Material-158,1645,273916,0,0,1000,144366
159,Example Material-159,1020,723492,0,0,1000,320083
159,Example Material-159,1100,740075,0,0,1000,114570
159,Example Material-159,1415,94846,0,0,1000,34672
159,Example Material-159,1645,981614,0,0,1000,138173
160,Example Material-160,1020,904651,0,0,1000,261828
160,Example Material-160,1100,278613,29240,7,1000,307853
160,Example Material-160,1415,241632,0,0,1000,14518
160,Example Material-160,1645,204200,0,0,1000,138708
161,Example Material-161,1020,899703,0,0,1000,38420
161,Example Material-161,1100,172668,0,0,1000,171524
161,Example Material-161,1415,789905,0,0,1000,104920
161,Example Material-161,1645,13137,311260,29,1000,324397
162,Example Material-162,1020,545998,0,0,1000,169528
162,Example Material-162,1100,157925,48643,24,1000,206568
162,Example Material-162,1415,576221,0,0,1000,294013
162,Example Material-162,1645,950079,0,0,1000,189332
163,Example Material-163,1020,693943,0,0,1000,318895
163,Example Material-163,1100,829720,0,0,1000,200121
163,Example Material-163,1415,128787,263597,25,1000,392384
163,Example Material-163,1645,512901,0,0,1000,192378
164,Example Material-164,1020,906927,0,0,1000,54049
164,Example Material-164,1100,287004,0,0,1000,50005
164,Example Material-164,1415,7615,319359,23,1000,326974
164,Example Material-164,1645,505566,0,0,1000,398592
165,Example Material-165,1020,424573,0,0,1000,357012
165,Example Material-165,1100,227172,0,0,1000,170683
165,Example Material-165,1415,319185,0,0,1000,48128
165,Example Material-165,1645,366626,0,0,1000,328141
166,Example Material-166,1020,244702,11058,7,1000,255760
166,Example Material-166,1100,261209,35545,18,1000,296754
166,Example Material-166,1415,403343,0,0,1000,301711
166,Example Material-166,1645,270468,0,0,1000,149148
167,Example Material-167,1020,198159,98178,19,1000,296337
167,Example Material-167,1100,973208,0,0,1000,278592
167,Example Material-167,1415,400583,0,0,1000,20611
167,Example Material-167,1645,549494,0,0,1000,176315
168,Example Material-168,1020,876646,0,0,1000,297342
168,Example Material-168,1100,485510,0,0,1000,112469
168,Example Material-168,1415,301599,0,0,1000,231613
168,Example Material-168,1645,659179,0,0,1000,333494
169,Example Material-169,1020,732123,0,0,1000,244031
169,Example Material-169,1100,151009,151676,10,1000,302685
169,Example Material-169,1415,335047,0,0,1000,214137
169,Example Material-169,1645,822721,0,0,1000,31036
170,Example Material-170,1020,85344,43202,21,1000,128546
170,Example Material-170,1100,665346,0,0,1000,298209
170,Example Material-170,1415,403046,0,0,1000,377725
170,Example Material-170,1645,664799,0,0,1000,294423
171,Example Material-171,1020,715226,0,0,1000,177307
171,Example Material-171,1100,685294,0,0,1000,181033
171,Example Material-171,1415,605399,0,0,1000,288407
171,Example Material-171,1645,602073,0,0,1000,226767
172,Example Material-172,1020,897149,0,0,1000,56533
172,Example Material-172,1100,993813,0,0,1000,342933
172,Example Material-172,1415,864082,0,0,1000,221128
172,Example Material-172,1645,672139,0,0,1000,375418
173,Example Material-173,1020,72141,218368,2,1000,290509
173,Example Material-173,1100,970748,0,0,1000,380073
173,Example Material-173,1415,810286,0,0,1000,389683
173,Example Material-173,1645,681463,0,0,1000,234150
174,Example Material-174,1020,900115,0,0,1000,186330
174,Example Material-174,1100,491461,0,0,1000,43523
174,Example Material-174,1415,665108,0,0,1000,43796
174,Example Material-174,1645,992059,0,0,1000,340291
175,Example Material-175,1020,506530,0,0,1000,96917
175,Example Material-175,1100,831489,0,0,1000,228866
175,Example Material-175,1415,575960,0,0,1000,244051
175,Example Material-175,1645,325766,0,0,1000,245093
176,Example Material-176,1020,333598,0,0,1000,213041
176,Example Material-176,1100,557400,0,0,1000,246094
176,Example Material-176,1415,612787,0,0,1000,180979
176,Example Material-176,1645,589765,0,0,1000,60940
177,Example Material-177,1020,818686,0,0,1000,76798
177,Example Material-177,1100,229318,0,0,1000,15669
177,Example Material-177,1415,625069,0,0,1000,304860
177,Example Material-177,1645,856713,0,0,1000,231780
178,Example Material-178,1020,183128,0,0,1000,57689
178,Example Material-178,1100,1454,386978,20,1000,388432
178,Example Material-178,1415,139118,0,0,1000,41932
178,Example Material-178,1645,644042,0,0,1000,388928
179,Example Material-179,1020,6714,137887,21,1000,144601
179,Example Material-179,1100,563082,0,0,1000,166917
179,Example Material-179,1415,566134,0,0,1000,397633
179,Example Material-179,1645,326555,0,0,1000,289092
180,Example Material-180,1020,751909,0,0,1000,195822
180,Example Material-180,1100,613018,0,0,1000,250425
180,Example Material-180,1415,69297,0,0,1000,18365
180,Example Material-180,1645,910756,0,0,1000,391018
181,Example Material-181,1020,819787,0,0,1000,13292
181,Example Material-181,1100,852320,0,0,1000,231026
181,Example Material-181,1415,648008,0,0,1000,296531
181,Example Material-181,1645,226568,123209,19,1000,349777
182,Example Material-182,1020,625481,0,0,1000,294251
182,Example Material-182,1100,279519,117877,21,1000,397396
182,Example Material-182,1415,46740,174536,19,1000,221276
182,Example Material-182,1645,7335,40933,24,1000,48268
183,Example Material-183,1020,505623,0,0,1000,151096
183,Example Material-183,1100,949430,0,0,1000,17322
183,Example Material-183,1415,648473,0,0,1000,232122
183,Example Material-183,1645,722241,0,0,1000,354715
184,Example Material-184,1020,24951,124491,13,1000,149442
184,Example Material-184,1100,700316,0,0,1000,81445
184,Example Material-184,1415,271704,0,0,1000,55357
184,Example Material-184,1645,311036,0,0,1000,47049
185,Example Material-185,1020,830536,0,0,1000,117869
185,Example Material-185,1100,249470,109705,17,1000,359175
185,Example Material-185,1415,822854,0,0,1000,153910
185,Example Material-185,1645,171751,0,0,1000,99090
186,Example Material-186,1020,455510,0,0,1000,149224
186,Example Material-186,1100,611302,0,0,1000,175480
186,Example Material-186,1415,802744,0,0,1000,140781
186,Example Material-186,1645,677163,0,0,1000,376066
187,Example Material-187,1020,2772,203273,29,1000,206045
187,Example Material-187,1100,352672,0,0,1000,222967
187,Example Material-187,1415,884982,0,0,1000,349260
187,Example Material-187,1645,174055,87862,27,1000,261917
188,Example Material-188,1020,611323,0,0,1000,370652
188,Example Material-188,1100,591077,0,0,1000,144036
188,Example Material-188,1415,369270,0,0,1000,38488
188,Example Material-188,1645,219728,0,0,1000,32372
189,Example Material-189,1020,219661,115849,18,1000,335510
189,Example Material-189,1100,792557,0,0,1000,328374
189,Example Material-189,1415,899278,0,0,1000,213256
189,Example Material-189,1645,406161,0,0,1000,23136
190,Example Material-190,1020,490026,0,0,1000,211609
190,Example Material-190,1100,800070,0,0,1000,5121
190,Example Material-190,1415,354918,0,0,1000,56897
190,Example Material-190,1645,320041,52428,22,1000,372469
191,Example Material-191,1020,521617,0,0,1000,145638
191,Example Material-191,1100,626329,0,0,1000,236484
191,Example Material-191,1415,57393,0,0,1000,33955
191,Example Material-191,1645,700668,0,0,1000,109922
192,Example Material-192,1020,36971,173266,26,1000,210237
192,Example Material-192,1100,292061,0,0,1000,203532
192,Example Material-192,1415,656891,0,0,1000,220603
192,Example Material-192,1645,801423,0,0,1000,295197
193,Example Material-193,1020,913792,0,0,1000,355836
193,Example Material-193,1100,997090,0,0,1000,397151
193,Example Material-193,1415,445266,0,0,1000,154317
193,Example Material-193,1645,725522,0,0,1000,240436
194,Example Material-194,1020,624631,0,0,1000,183087
194,Example Material-194,1100,958325,0,0,1000,351984
194,Example Material-194,1415,921746,0,0,1000,93537
194,Example Material-194,1645,96470,0,0,1000,19208
195,Example Material-195,1020,769729,0,0,1000,68822
195,Example Material-195,1100,767718,0,0,1000,292168
195,Example Material-195,1415,586526,0,0,1000,357972
195,Example Material-195,1645,136519,63538,9,1000,200057
196,Example Material-196,1020,644460,0,0,1000,242150
196,Example Material-196,1100,905709,0,0,1000,319095
196,Example Material-196,1415,752235,0,0,1000,130142
196,Example Material-196,1645,570501,0,0,1000,20562
197,Example Material-197,1020,890923,0,0,1000,216924
197,Example Material-197,1100,104167,0,0,1000,102902
197,Example Material-197,1415,45268,120451,4,1000,165719
197,Example Material-197,1645,987457,0,0,1000,352773
198,Example Material-198,1020,310033,0,0,1000,166985
198,Example Material-198,1100,489056,0,0,1000,45959
198,Example Material-198,1415,482662,0,0,1000,197935
198,Example Material-198,1645,923926,0,0,1000,300523
199,Example Material-199,1020,863905,0,0,1000,97301
199,Example Material-199,1100,234144,0,0,1000,23686
199,Example Material-199,1415,943844,0,0,1000,11330
199,Example Material-199,1645,445959,0,0,1000,278393
200,Example Material-200,1020,851630,0,0,1000,297689
200,Example Material-200,1100,653993,0,0,1000,159001
200,Example Material-200,1415,103655,0,0,1000,77538
200,Example Material-200,1645,443917,0,0,1000,39550
201,Example Material-201,1020,184666,42751,27,1000,227417
201,Example Material-201,1100,48894,4144,29,1000,53038
201,Example Material-201,1415,806553,0,0,1000,309075
201,Example Material-201,1645,713249,0,0,1000,167921
202,Example Material-202,1020,181878,0,0,1000,95936
202,Example Material-202,1100,522889,0,0,1000,291457
202,Example Material-202,1415,42951,178304,7,1000,221255
202,Example Material-202,1645,533627,0,0,1000,81086
203,Example Material-203,1020,4227,367884,14,1000,372111
203,Example Material-203,1100,722244,0,0,1000,146305
203,Example Material-203,1415,266265,0,0,1000,160886
203,Example Material-203,1645,862836,0,0,1000,153480
204,Example Material-204,1020,472148,0,0,1000,139154
204,Example Material-204,1100,176940,0,0,1000,132667
204,Example Material-204,1415,66062,157808,5,1000,223870
204,Example Material-204,1645,198021,0,0,1000,180891
205,Example Material-205,1020,242841,0,0,1000,113408
205,Example Material-205,1100,22529,164933,9,1000,187462
205,Example Material-205,1415,326113,36573,8,1000,362686
205,Example Material-205,1645,588074,0,0,1000,105383
206,Example Material-206,1020,737709,0,0,1000,255346
206,Example Material-206,1100,880219,0,0,1000,204333
206,Example Material-206,1415,412672,0,0,1000,246673
206,Example Material-206,1645,757028,0,0,1000,294088
207,Example Material-207,1020,478826,0,0,1000,36092
207,Example Material-207,1100,263032,0,0,1000,231738
207,Example Material-207,1415,457356,0,0,1000,294871
207,Example Material-207,1645,195624,0,0,1000,24283
208,Example Material-208,1020,435648,0,0,1000,117814
208,Example Material-208,1100,921376,0,0,1000,345436
208,Example Material-208,1415,918640,0,0,1000,309898
208,Example Material-208,1645,8649,369949,15,1000,378598
209,Example Material-209,1020,11062,127469,28,1000,138531
209,Example Material-209,1100,822063,0,0,1000,47960
209,Example Material-209,1415,131333,0,0,1000,129384
209,Example Material-209,1645,760886,0,0,1000,291751
210,Example Material-210,1020,765170,0,0,1000,364640
210,Example Material-210,1100,655934,0,0,1000,56161
210,Example Material-210,1415,620828,0,0,1000,59698
210,Example Material-210,1645,841384,0,0,1000,325428
